Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Bulls,0.254%,1000,DeMar DeRozan:38.564 PPG,Zach LaVine:34.468 PPG,Nikola Vučević:24.981 PPG,Ayo Dosunmu:16.115 PPG,Patrick Williams:11.376 PPG,Coby White:8.946 PPG,Goran Dragić:7.839 PPG,Andre Drummond:5.816 PPG,Javonte Green:4.87 PPG,Derrick Jones Jr.:2.494 PPG
Warriors,0.745%,1000,Stephen Curry:52.656 PPG,Andrew Wiggins:33.547 PPG,Klay Thompson:26.175 PPG,Jordan Poole:19.111 PPG,Draymond Green:12.939 PPG,Kevon Looney:7.02 PPG,Anthony Lamb:6.782 PPG,JaMychal Green:4.956 PPG,Ty Jerome:4.63 PPG,Donte DiVincenzo:4.497 PPG
