Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Pelicans,0.858%,1000,Zion Williamson:56.016 PPG,Trey Murphy III:30.742 PPG,Jonas Valančiūnas:24.295 PPG,Larry Nance Jr.:18.482 PPG,Jose Alvarado:16.587 PPG,Dyson Daniels:9.152 PPG,Devonte' Graham:8.973 PPG,Willy Hernangómez:4.092 PPG,Garrett Temple:3.983 PPG,Jaxson Hayes:0.748 PPG
Spurs,0.142%,1000,Devin Vassell:40.984 PPG,Keldon Johnson:39.749 PPG,Tre Jones:20.832 PPG,Zach Collins:10.586 PPG,Joshua Primo:8.893 PPG,Keita Bates-Diop:8.06 PPG,Malaki Branham:5.556 PPG,Charles Bassey:4.922 PPG,Isaiah Roby:4.705 PPG,Gorgui Dieng:3.226 PPG
