Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hawks,0.615%,1000,Trae Young:45.539 PPG,Dejounte Murray:44.201 PPG,Clint Capela:17.802 PPG,Bogdan Bogdanović:15.548 PPG,AJ Griffin:11.454 PPG,Onyeka Okongwu:8.18 PPG,Justin Holiday:6.19 PPG,Jarrett Culver:5.362 PPG,Aaron Holiday:4.697 PPG,Jalen Johnson:4.268 PPG
Knicks,0.385%,1000,Julius Randle:34.438 PPG,Jalen Brunson:33.211 PPG,RJ Barrett:30.235 PPG,Immanuel Quickley:10.647 PPG,Cam Reddish:9.016 PPG,Mitchell Robinson:8.506 PPG,Obi Toppin:8.278 PPG,Evan Fournier:7.748 PPG,Quentin Grimes:6.964 PPG,Isaiah Hartenstein:6.963 PPG
