Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Clippers,0.496%,1000,Paul George:27.703 PPG,Norman Powell:24.138 PPG,Kawhi Leonard:21.925 PPG,John Wall:15.926 PPG,Marcus Morris:15.177 PPG,Luke Kennard:13.876 PPG,Terance Mann:13.537 PPG,Reggie Jackson:11.551 PPG,Ivica Zubac:10.26 PPG,Nicolas Batum:9.727 PPG
Cavaliers,0.504%,1000,Donovan Mitchell:37.254 PPG,Darius Garland:27.056 PPG,Evan Mobley:17.829 PPG,Jarrett Allen:15.608 PPG,Caris LeVert:14.827 PPG,Cedi Osman:13.726 PPG,Kevin Love:11.946 PPG,Dean Wade:9.84 PPG,Lamar Stevens:7.931 PPG,Isaac Okoro:7.643 PPG
