Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Jazz,0.406%,1000,Lauri Markkanen:43.405 PPG,Jordan Clarkson:36.887 PPG,Kris Dunn:16.945 PPG,Kelly Olynyk:16.217 PPG,Collin Sexton:15.806 PPG,Walker Kessler:9.528 PPG,Talen Horton-Tucker:8.221 PPG,Ochai Agbaji:5.314 PPG,Damian Jones:4.339 PPG,Rudy Gay:4.149 PPG
Mavericks,0.592%,1000,Luka Dončić:45.942 PPG,Kyrie Irving:43.488 PPG,Tim Hardaway Jr.:19.371 PPG,Christian Wood:18.812 PPG,Reggie Bullock:10.313 PPG,Josh Green:9.473 PPG,Maxi Kleber:7.641 PPG,Justin Holiday:6.332 PPG,Dwight Powell:5.036 PPG,Frank Ntilikina:1.357 PPG
