Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Bucks,0.518%,1000,Giannis Antetokounmpo:38.448 PPG,Jrue Holiday:28.9 PPG,Brook Lopez:20.939 PPG,Bobby Portis:19.444 PPG,Grayson Allen:13.011 PPG,Khris Middleton:11.849 PPG,Pat Connaughton:10.48 PPG,Jevon Carter:9.172 PPG,Joe Ingles:7.569 PPG,George Hill:4.633 PPG
Heat,0.481%,1000,Tyler Herro:27.532 PPG,Bam Adebayo:26.649 PPG,Jimmy Butler:22.034 PPG,Max Strus:18.217 PPG,Kyle Lowry:15.563 PPG,Victor Oladipo:15.215 PPG,Caleb Martin:12.52 PPG,Gabe Vincent:12.216 PPG,Duncan Robinson:7.424 PPG,Haywood Highsmith:5.069 PPG
