Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Kings,0.826%,1000,De'Aaron Fox:39.238 PPG,Domantas Sabonis:28.389 PPG,Kevin Huerter:27.022 PPG,Harrison Barnes:22.14 PPG,Keegan Murray:19.773 PPG,Malik Monk:15.065 PPG,Davion Mitchell:6.667 PPG,Trey Lyles:5.837 PPG,Terence Davis:5.142 PPG,Chimezie Metu:3.281 PPG
Spurs,0.173%,1000,Keldon Johnson:30.025 PPG,Devin Vassell:29.364 PPG,Tre Jones:19.02 PPG,Jakob Poeltl:14.398 PPG,Josh Richardson:13.023 PPG,Jeremy Sochan:11.305 PPG,Doug McDermott:10.024 PPG,Zach Collins:8.686 PPG,Romeo Langford:7.283 PPG,Joshua Primo:6.81 PPG
