Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Raptors,0.181%,1000,Pascal Siakam:30.048 PPG,OG Anunoby:27.175 PPG,Fred VanVleet:26.229 PPG,Scottie Barnes:20.043 PPG,Gary Trent Jr.:19.242 PPG,Chris Boucher:10.65 PPG,Thaddeus Young:4.857 PPG,Juancho Hernangómez:3.971 PPG,Malachi Flynn:3.546 PPG,Christian Koloko:2.382 PPG
Pelicans,0.819%,1000,Zion Williamson:53.515 PPG,Trey Murphy III:28.442 PPG,Jonas Valančiūnas:24.019 PPG,Herbert Jones:22.547 PPG,Jose Alvarado:16.352 PPG,Devonte' Graham:9.182 PPG,Dyson Daniels:7.489 PPG,Willy Hernangómez:3.702 PPG,Garrett Temple:3.635 PPG,Jaxson Hayes:0.766 PPG
