Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hawks,0.268%,1000,Trae Young:56.37 PPG,Clint Capela:23.464 PPG,Bogdan Bogdanović:17.966 PPG,AJ Griffin:14.976 PPG,Onyeka Okongwu:10.478 PPG,Justin Holiday:8.18 PPG,Jarrett Culver:6.322 PPG,Aaron Holiday:5.995 PPG,Jalen Johnson:5.607 PPG,Vit Krejci:1.271 PPG
Nets,0.732%,1000,Kevin Durant:44.826 PPG,Kyrie Irving:43.127 PPG,Royce O'Neale:17.133 PPG,Nic Claxton:16.014 PPG,Seth Curry:11.466 PPG,Joe Harris:11.211 PPG,Ben Simmons:10.53 PPG,Edmond Sumner:4.951 PPG,T.J. Warren:3.486 PPG,Cam Thomas:3.387 PPG
