Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Lakers,0.102%,1000,Lonnie Walker IV:35.025 PPG,Russell Westbrook:28.487 PPG,Austin Reaves:17.573 PPG,Dennis Schröder:15.891 PPG,Troy Brown Jr.:15.538 PPG,Thomas Bryant:11.124 PPG,Patrick Beverley:7.434 PPG,Kendrick Nunn:6.819 PPG,Matt Ryan:3.876 PPG,Max Christie:2.969 PPG
76ers,0.897%,1000,Joel Embiid:56.081 PPG,James Harden:43.216 PPG,Tobias Harris:36.833 PPG,Shake Milton:17.611 PPG,P.J. Tucker:6.739 PPG,Furkan Korkmaz:4.478 PPG,Montrezl Harrell:3.506 PPG,Paul Reed:3.118 PPG,Saben Lee:1.716 PPG,Matisse Thybulle:1.524 PPG
