Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Knicks,0.429%,1000,Julius Randle:36.071 PPG,Jalen Brunson:32.169 PPG,RJ Barrett:29.705 PPG,Immanuel Quickley:11.537 PPG,Cam Reddish:9.427 PPG,Mitchell Robinson:9.224 PPG,Quentin Grimes:8.634 PPG,Evan Fournier:8.194 PPG,Isaiah Hartenstein:7.048 PPG,Derrick Rose:5.634 PPG
Hornets,0.57%,1000,Terry Rozier:46.335 PPG,Kelly Oubre Jr.:36.903 PPG,P.J. Washington:27.907 PPG,Jalen McDaniels:14.886 PPG,Mason Plumlee:12.202 PPG,Nick Richards:8.8 PPG,James Bouknight:5.485 PPG,Théo Maledon:5.017 PPG,Bryce McGowens:3.029 PPG,JT Thor:1.333 PPG
