Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Suns,0.595%,1000,Devin Booker:36.769 PPG,Mikal Bridges:24.796 PPG,Deandre Ayton:23.267 PPG,Chris Paul:16.711 PPG,Cameron Johnson:14.709 PPG,Cameron Payne:13.486 PPG,Torrey Craig:10.258 PPG,Damion Lee:9.086 PPG,Landry Shamet:8.968 PPG,Saben Lee:6.658 PPG
Spurs,0.404%,1000,Keldon Johnson:32.015 PPG,Devin Vassell:30.457 PPG,Tre Jones:19.978 PPG,Jakob Poeltl:15.528 PPG,Josh Richardson:13.624 PPG,Jeremy Sochan:12.083 PPG,Doug McDermott:10.72 PPG,Zach Collins:9.273 PPG,Romeo Langford:7.599 PPG,Joshua Primo:7.23 PPG
