Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Lakers,0.342%,1000,LeBron James:38.766 PPG,Anthony Davis:30.168 PPG,Lonnie Walker IV:16.827 PPG,Russell Westbrook:16.614 PPG,Dennis Schröder:12.444 PPG,Thomas Bryant:11.581 PPG,Austin Reaves:10.967 PPG,Troy Brown Jr.:7.06 PPG,Patrick Beverley:6.448 PPG,Wenyen Gabriel:4.559 PPG
Celtics,0.658%,1000,Jayson Tatum:43.907 PPG,Jaylen Brown:40.364 PPG,Marcus Smart:15.514 PPG,Malcolm Brogdon:15.253 PPG,Al Horford:14.195 PPG,Derrick White:11.114 PPG,Grant Williams:10.904 PPG,Robert Williams:7.978 PPG,Sam Hauser:4.454 PPG,Blake Griffin:2.726 PPG
