Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Kings,0.804%,1000,De'Aaron Fox:39.215 PPG,Kevin Huerter:28.429 PPG,Domantas Sabonis:26.071 PPG,Malik Monk:19.511 PPG,Keegan Murray:19.142 PPG,Harrison Barnes:18.641 PPG,Davion Mitchell:8.656 PPG,Trey Lyles:5.68 PPG,Chimezie Metu:4.988 PPG,Richaun Holmes:2.284 PPG
Bucks,0.194%,1000,Giannis Antetokounmpo:38.492 PPG,Jrue Holiday:26.386 PPG,Brook Lopez:21.092 PPG,Bobby Portis:16.613 PPG,Grayson Allen:11.846 PPG,Khris Middleton:10.919 PPG,Jevon Carter:10.812 PPG,Pat Connaughton:5.797 PPG,Jordan Nwora:5.715 PPG,George Hill:4.098 PPG
