Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Nets,0.562%,1000,Kyrie Irving:45.907 PPG,Kevin Durant:42.72 PPG,Royce O'Neale:18.037 PPG,Nic Claxton:13.98 PPG,Joe Harris:9.851 PPG,Seth Curry:9.057 PPG,Ben Simmons:6.86 PPG,Cam Thomas:6.585 PPG,Edmond Sumner:5.971 PPG,Yuta Watanabe:5.915 PPG
Trailblazers,0.436%,1000,Damian Lillard:36.337 PPG,Anfernee Simons:35.569 PPG,Jerami Grant:29.782 PPG,Jusuf Nurkić:14.147 PPG,Josh Hart:12.045 PPG,Shaedon Sharpe:9.532 PPG,Justise Winslow:9.106 PPG,Keon Johnson:6.537 PPG,Drew Eubanks:4.68 PPG,Trendon Watford:3.138 PPG
