Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Spurs,0.199%,1000,Keldon Johnson:35.355 PPG,Devin Vassell:31.809 PPG,Jakob Poeltl:19.056 PPG,Tre Jones:15.613 PPG,Josh Richardson:11.571 PPG,Doug McDermott:10.728 PPG,Jeremy Sochan:9.114 PPG,Zach Collins:8.087 PPG,Joshua Primo:6.814 PPG,Malaki Branham:5.586 PPG
Kings,0.8%,1000,De'Aaron Fox:41.536 PPG,Kevin Huerter:30.488 PPG,Domantas Sabonis:25.935 PPG,Keegan Murray:22.488 PPG,Harrison Barnes:15.958 PPG,Malik Monk:14.656 PPG,Davion Mitchell:8.432 PPG,Terence Davis:7.247 PPG,Trey Lyles:6.111 PPG,Richaun Holmes:3.066 PPG
