Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Nets,0.847%,1000,Kyrie Irving:45.052 PPG,Kevin Durant:43.841 PPG,Nic Claxton:17.182 PPG,Royce O'Neale:16.92 PPG,Seth Curry:11.336 PPG,Joe Harris:10.316 PPG,Ben Simmons:9.576 PPG,T.J. Warren:9.053 PPG,Yuta Watanabe:5.882 PPG,Cam Thomas:4.162 PPG
Spurs,0.153%,1000,Keldon Johnson:29.441 PPG,Devin Vassell:28.874 PPG,Tre Jones:18.483 PPG,Jakob Poeltl:14.042 PPG,Josh Richardson:12.423 PPG,Jeremy Sochan:11.293 PPG,Doug McDermott:10.196 PPG,Zach Collins:8.655 PPG,Romeo Langford:7.195 PPG,Joshua Primo:6.557 PPG
