Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Lakers,0.539%,1000,LeBron James:41.135 PPG,Anthony Davis:30.852 PPG,Russell Westbrook:17.849 PPG,Lonnie Walker IV:17.724 PPG,Dennis Schröder:13.56 PPG,Thomas Bryant:11.969 PPG,Austin Reaves:11.046 PPG,Troy Brown Jr.:7.352 PPG,Patrick Beverley:6.726 PPG,Wenyen Gabriel:4.556 PPG
Pacers,0.461%,1000,Tyrese Haliburton:34.186 PPG,Buddy Hield:30.684 PPG,Myles Turner:23.93 PPG,Bennedict Mathurin:19.752 PPG,Andrew Nembhard:12.267 PPG,Aaron Nesmith:11.465 PPG,Jalen Smith:10.04 PPG,T.J. McConnell:7.055 PPG,Chris Duarte:6.318 PPG,Oshae Brissett:4.505 PPG
