Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hornets,0.275%,1000,LaMelo Ball:27.855 PPG,Terry Rozier:26.383 PPG,Kelly Oubre Jr.:22.574 PPG,P.J. Washington:17.193 PPG,Gordon Hayward:14.214 PPG,Mason Plumlee:13.37 PPG,Jalen McDaniels:13.15 PPG,Dennis Smith Jr.:9.243 PPG,Nick Richards:7.016 PPG,Cody Martin:5.061 PPG
Pacers,0.725%,1000,Tyrese Haliburton:37.424 PPG,Buddy Hield:33.706 PPG,Myles Turner:25.138 PPG,Bennedict Mathurin:20.85 PPG,Andrew Nembhard:13.437 PPG,Aaron Nesmith:11.895 PPG,Jalen Smith:10.573 PPG,T.J. McConnell:7.686 PPG,Chris Duarte:6.738 PPG,Oshae Brissett:4.998 PPG
