Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Raptors,0.495%,1000,Pascal Siakam:36.071 PPG,Fred VanVleet:29.946 PPG,OG Anunoby:25.935 PPG,Gary Trent Jr.:25.609 PPG,Scottie Barnes:21.017 PPG,Chris Boucher:9.933 PPG,Precious Achiuwa:7.394 PPG,Otto Porter Jr.:5.532 PPG,Christian Koloko:3.078 PPG,Thaddeus Young:1.142 PPG
Pacers,0.504%,1000,Tyrese Haliburton:37.038 PPG,Buddy Hield:32.772 PPG,Bennedict Mathurin:25.798 PPG,Myles Turner:20.994 PPG,Jalen Smith:12.778 PPG,Chris Duarte:9.398 PPG,Aaron Nesmith:8.587 PPG,Andrew Nembhard:7.801 PPG,Isaiah Jackson:7.006 PPG,T.J. McConnell:3.736 PPG
