Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Hawks,0.525%,1000,Trae Young:33.933 PPG,Dejounte Murray:30.838 PPG,Bogdan Bogdanović:22.61 PPG,De'Andre Hunter:17.74 PPG,John Collins:14.606 PPG,Clint Capela:14.438 PPG,AJ Griffin:11.454 PPG,Onyeka Okongwu:8.31 PPG,Aaron Holiday:3.884 PPG,Jalen Johnson:3.664 PPG
Grizzlies,0.475%,1000,Ja Morant:34.027 PPG,Desmond Bane:27.827 PPG,Dillon Brooks:23.697 PPG,Jaren Jackson Jr.:17.078 PPG,Tyus Jones:11.454 PPG,Santi Aldama:10.229 PPG,Steven Adams:10.184 PPG,John Konchar:9.628 PPG,Brandon Clarke:8.562 PPG,David Roddy:5.879 PPG
