Team,Probability,TIMES RAN,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10
Suns,0.672%,1000,Devin Booker:38.442 PPG,Kevin Durant:34.315 PPG,Deandre Ayton:24.481 PPG,Chris Paul:17.926 PPG,Cameron Payne:11.129 PPG,Terrence Ross:9.192 PPG,Landry Shamet:8.907 PPG,Torrey Craig:8.324 PPG,Damion Lee:7.724 PPG,Josh Okogie:5.017 PPG
Thunder,0.326%,1000,Shai Gilgeous-Alexander:41.193 PPG,Josh Giddey:25.401 PPG,Luguentz Dort:18.97 PPG,Jalen Williams:18.902 PPG,Aleksej Pokusevski:9.404 PPG,Kenrich Williams:8.998 PPG,Isaiah Joe:8.422 PPG,Tre Mann:7.839 PPG,Jeremiah Robinson-Earl:7.154 PPG,Aaron Wiggins:6.574 PPG
